多元化	年轻化	0.47225404
宝贵	金子	0.19586448
结构	系统	0.7375552
玩偶	工具	0.55914146
丧失	失独	0.3145419
肚量	肚子	0
娇气	公主	0.47482997
寒暑假	黄金周	0.19978693
笑料	活宝	0.2000154
百货	商场	0.8129336
信息化	智能化	0.58780617
茶道	茶叶	0.5961277
罪孽	犯人	0.08775005
感冒药	退烧药	0.061175782
难点	问题	0.72767645
同事	朋友	0.91719943
名字	姓氏	0.4952107
网站	网页	0.6548979
名誉	名气	0.478229
七情六欲	欲望	0.34754384
审理	问讯	0.19657569
工具	器具	0.7965058
意思	意义	0.81053203
优惠	降价	0.743844
伴随	陪伴	0.5100626
尘垢	污秽	0
猫腻	阴谋诡计	0
吃醋	争风吃醋	0.10343701
软着陆	经济	0.31439844
生产力	创新	0.81806415
上市	盈利	0.8330086
泼妇	女强人	0.12912373
载体	书本	0.38874635
地址	小区	0.5672479
价钱	票房	0.627504
表彰	进步	0.7433974
理论	结论	0.59837615
烦闷	失眠	0.60632086
亲人	敌人	0.56743515
跳槽	移动	0.58935034
饮酒	喝茶	0.7043215
财运	桃花运	0.30193883
女权	女性	0.45760503
一般	差	0.83531505
赌局	扑克牌	0.2773524
宋	明	0.8188074
雾霾	阴天	0.42717934
程序	指令	0.5350146
关键字	关键	0.19614446
松驰	疲软	0
平等	平均	0.44720647
经营	张罗	0.34317592
客套	礼貌	0.5089062
利用	使用	0.9152793
审查	自纠自查	0
炖	焖	0.7693554
喜欢	崇敬	0.39140666
暗号	密码	0.18121578
规律	原理	0.8497322
轻率	鲁莽	0.5071738
手法	方法	0.85115385
准则	规则	0.6430453
迂腐	墨守成规	0
闯祸	惹是生非	-0.0050490014
清晰	一清二楚	0.5611224
姐妹	闺蜜	0.776973
扎实	脚踏实地	0.6625937
事物	东西	0.61868703
睡	寐	0.34992778
忌妒	妒嫉	0.032877617
俱乐部	富人	0.46844694
味道	鼻子	0.6853801
绩点	老师	0.26337603
关心	放任	0.60016435
空间	世界	0.86243254
僻静	冷静	0.4493508
字符	程序	0.48989186
裁判	足球	0.6125924
股票	银行	0.7095734
红颜	面容	0.5571397
著名	著作	0.68240964
可能性	可靠性	0.47205508
占有	争取	0.5530262
合肥	巴黎	0.66109496
热线	焦点	0.33620584
影响力	破坏力	0.08412066
温度	湿度	0.78834033
痛苦	忍辱负重	0.6185589
偶遇	艳遇	0.27390552
公众	媒体	0.7670066
姑娘	青春	0.7403102
多媒体	设备	0.76313907
韩	日	0.835481
钱	利	0.56167984
细心	三心二意	0.08099737
博物馆	剧院	0.6184692
诵读	歌唱	0.5448324
阳光	雨露	0.5689679
竞争	考试	0.6232859
消灭	灭菌	0.20081723
饭局	交际	0.36553663
媚俗	高雅	0.3352695
密码	账号	0.8237756
夫人	孩子	0.5474465
简化	优化	0.8011024
侵害	性侵	0.68312424
故事	剧情	0.6929565
调整	整合	0.86466885
亲密	缠绵	0.42946333
创新	发明	0.6764715
带头	敢为人先	0.61424327
公约	规章	0.3045928
高大上	超凡脱俗	0.4174423
解闷	排遣	0.3623813
放肆	大胆	0.17199814
合同	协议	0.8525652
私语	嘀咕	0.10699148
大概	差不多	0.7311541
比如	譬如	0.6978415
友善	清新	0.6830256
胆小鬼	兔子	0
繁荣	泡沫	0.7010908
智力	想象	0.6007656
茶馆	企业	0.55978245
消极	四大皆空	0
爱怜	同病相怜	0.31851467
激励	缅怀	0.6247877
灌输	讲解	0.55912966
车辆	行人	0.7599919
偏见	认知	0.649276
北京市	成都市	0.85279584
水果	西红柿	0.8914478
艺术家	地理学家	0.18476814
干涉	管理	0.5068902
管理	托管	0.76421237
书籍	图书馆	0.6992942
框架	组织	0.64921963
炮兵	海军	0.6064849
学习	上课	0.76391184
图书馆	文化宫	0.5179536
欲望	情欲	0.50784665
独立	啃老	0.28200403
同学	同事	0.91192335
语文	数学	0.9188795
低贱	崇高	0
海域	渤海湾	0.38358223
奖赏	惩罚	0.62257195
名称	外号	0.4317736
霸气	气场	0.7453392
数据库	信息	0.79032564
波涛	海水	0.5714759
唱	颂	0.6240721
鬼话	谎言	0.31444886
顺应	附和	0.4182695
较真儿	死板	0
乐观	阳光	0.73535687
羞辱	辱	0.60157907
赋予	给予	0.6923327
伪善	虚伪	0.06400042
在行	熟练	0.51730186
怪异	奇怪	0.6196392
谦卑	谦逊	0.068146035
反应	反响	0.7331034
过时	落伍	0.5729171
金钱	钱财	0.63878465
种	栽	0.74420583
对话框	窗口	0.34333754
弥补	补偿	0.73632675
财力	精力	0.75080955
功夫	素养	0.53263676
竞争力	鉴赏力	0.24336118
比赛	团队	0.8234949
企业家	作曲家	0.56856555
素菜	牛肉	0.30222204
报警	报告	0.594016
残疾	死亡	0.6708633
指导	斥责	0.3778311
利润	成本	0.80726844
思想	智力	0.78608143
配合	违抗	0.38023958
电话	邮件	0.7093055
公司	代销店	0
苹果	香蕉	0.8246263
盈利	亏损	0.7452276
公益	善心	0.5536286
总理	主席	0.5942303
医生	护士	0.82997984
疼爱	溺爱	0.4145944
新闻界	舆论界	0.17169014
眺望	展望	0.5150251
发怒	恼羞成怒	0.25017345
执着	倔强	0.8428548
牵强	勉强	0.56989247
散伙	离别	0.31373388
支柱	骨干	0.6704734
慰劳	犒赏	0.1812302
心态	心境	0.47523025
走神	愣	0.22418882
诀窍	秘籍	0.23484552
成果	果实	0.62383425
恼	怒	0.74388367
犹豫	踟蹰不前	0
作用	功能	0.79738
怜爱	爱怜	0.28613374
化肥	化学肥料	0.42671448
物流	顺风	0.30002987
皮肤	眼睛	0.85222155
印象	大脑	0.59112245
阶层	皇室	0.6248563
新鲜	空气	0.8290682
法庭	律师	0.69607544
文章	理论	0.64279723
行星	月亮	0.4041698
日记	文章	0.49619386
食物	水果	0.8768605
俗	美	0.7228609
会员卡	会员	0.41964328
欧洲	南美洲	0.6847715
风景	山水	0.7345017
文体	骚体	0
没劲	兴致勃勃	0.09291728
新浪	腾讯	0.64980614
服装	裙子	0.6144745
凉快	炎热	0.26492736
歌舞	迪斯科	0.43963864
小学生	大中学生	0.24250671
汽车	越野车	0.6081552
团购	购买	0.8303006
平台	环境	0.7497411
研讨	争论	0.38141155
演说	说话	0.4592578
虚拟	编造	0.4172641
高风险	风险	0
感动	热泪盈眶	0.4160336
底薪	工资	0.5817035
扶持	提携	0.32267007
有效	有用	0.73048383
圆满	大功告成	0
邀请	诚邀	0.5010409
破烂	破烂不堪	0.19562477
信誉	信用	0.7716692
孤单	寂寞	0.6205205
会见	会晤	0.58689344
背地里	背后	0
实质	本质	0.62947226
枯萎	凋零	0.38626856
互联网	因特网	0.4858865
课程表	课表	0.042600878
洁癖	网瘾	0.1450625
讲座	座位	0.57666
粗鲁	文盲	0.16876191
女士	白骨精	0.07741906
电话	设备	0.63832736
欢迎	迎宾	0.20149952
气温	高温	0.6134711
成功	失意	0.5379114
积极	消极	0.71702564
君子	小人	0.60403186
认真	马虎	0.52014744
北大	清华	0.5125191
国王	女王	0.41832477
商业	工业	0.82918775
闺房	卧室	0.30929965
削减	裁员	0.5992358
检验	查	0.8022488
席位	位置	0.7591754
奖励	记功	0.36190087
麻利	灵活	0.13984129
随意	随便	0.6924997
奋斗	努力	0.78224534
高兴	兴奋	0.79811186
猜忌	多疑	0.6086935
轻蔑	藐视	0.027875062
服气	口服心服	0.56261766
入场券	门票	0.30257925
生物钟	地球仪	0.508716
年级	成绩	0.6336517
矩阵	数据	0.3922982
杯子	饮料	0.7039191
杯子	实体	0.60017824
困倦	生病	0.41782796
政敌	情敌	0.28516808
灾区	地震	0.6227214
生日	蛋糕	0.6496897
泡沫	肥皂	0.47286078
电影	导演	0.87662333
学生	老师	0.8774262
自动	手动	0.4964226
大学	中专	0.4977787
交易	交换	0.6929317
快乐	欣喜若狂	0.20697676
邪念	非分之想	0
平静	心平气和	0.64531916
任命	委以重任	0.30489203
瞎扯	编造	0.024942143
相信	信赖	0.6197667
支部	面部	0.23569359
正义	人民	0.816822
转基因	大豆	0.616967
白宫	宿舍	0.57741
解释	分解	0.5884937
自卑感	历史感	0.40867174
距离	速度	0.72839165
投资者	收入	0.6912105
网络	硬件	0.8381172
责任	保险	0.703357
比赛	胜利	0.80915946
亲近感	荣誉感	0.4684826
壁橱	衣服	0.22045562
无用功	效率	0.46187395
课程	学校	0.824225
学者	学习	0.72339916
超市	食品	0.8005324
家属	丈夫	0.8437611
国企	私企	0.6606476
勾画	描摹	0.23568568
想法	主意	0.7946608
美	靓	0.7081532
牢固	坚不可摧	0.24639341
凌乱	乱七八糟	0.32372764
工作	干活儿	0.27902117
恭贺	恭喜	0.43886083
拍马屁	谄谀	0
PC	计算机	0.6443341
行	可以	0.7773238
死党	共和党	0.24780034
歌剧	工业	0.48838663
轻浮	轻松	0.2030773
职业	教育	0.88018644
物理	质子	0
网球	球拍	0.42479935
缓慢	飞快	0.70758575
人民币	美元	0.87358487
青年	中青年	0.573304
境界	意境	0.6954981
跋扈	骄横	0.18815349
弘扬	发扬	0.7714124
恶劣	坏	0.6769744
更加	愈发	0.8054647
优秀	出众	0.74071985
计算机	新闻	0.5957224
期刊	协会	0.45222574
纸老虎	狮子	0.21516432
冷静	荒凉	0.44714245
乡村	故事	0.5143692
出路	山路	0.54082686
能源	危机	0.4690908
房价	面积	0.6280413
龙头	老大	0.3717975
安排	部署	0.8329153
文明	吸烟者	0.61783373
普及	担当	0.7955904
困难	自怨自艾	0
造型	照片	0.81984156
抠门儿	小气	0
假货	赝品	0.27936774
拖后腿	拉后腿	0
天下	气候	0.49796292
轻	善	0.7398423
日程	季度	0.3943671
宇宙	蚂蚁	0.41677135
面包店	绿豆粥	0.104033396
结盟	无理取闹	0.28812245
免税店	飞机	0.49240428
逃课	创业	0.4712793
态度	秋波	0.38124138
但	但是	0.8889626
赢	胜	0.73250985
调查	努力	0.63601774
玻璃	魔术师	0.3471593
干扰	上网	0.72724557
课堂	美食	0.5606678
情节	黄色	0.805012
计算机	电脑	0.7077185
讲价	打架	0.3117091
教授	黄瓜	0.38624066
控制	恐高	0.21391658
阻力	天花板	0.4815267
WTO	世界贸易组织	0.3299172
紫禁城	故宫	0.3991042
算盘	计算机	0.31487453
